pair_id,variant_id,paper_id,benchmark,base_method,variant_method,variant_label,dataset,main_score,variant_score,delta,description,source
2011.07213|PLAS+P|epsilon=0.2|walker2d-medium,2011.07213|PLAS+P|epsilon=0.2,2011.07213,d4rl,PLAS,PLAS+P,epsilon=0.2,walker2d-medium,44.6,62.1,17.5,"variant: epsilon=0.2; conditions: {""max_perturbation"": ""0.2"", ""max_latent_action"": ""2""}; notes: perturbation-limit ablation; column header 'ε = 0.2' (epsilon glyph dropped in layout.txt); variant method description: PLAS plus an optional perturbation layer on top of the decoder output that outputs a residual over the action limited to [-epsilon, epsilon] (L-infinity), allowing controlled out-of-distribution actions when the Q-function generalizes well. Inspired by BCQ's perturbation model but applied to a deterministic latent policy.; variant settings: actor_learning_rate=1e-4; critic_learning_rate=1e-3; cvae_learning_rate=1e-4; optimizer=Adam; cvae_encoder_decoder_hidden=(750, 750) default; (128, 128) for datasets smaller than 1e6 transitions (medium-replay); cvae_training_steps=5e5; cvae_batch_size=100; policy_critic_perturbation_hidden=(400, 300); tau=0.005; lambda_clipped_double_q=1; policy_training_steps=5e5 (500 epochs x 1000 steps); policy_batch_size=100",Table 1 vs main Table 3
2011.07213|PLAS+P|epsilon=0.5|walker2d-medium,2011.07213|PLAS+P|epsilon=0.5,2011.07213,d4rl,PLAS,PLAS+P,epsilon=0.5,walker2d-medium,44.6,39.2,-5.4,"variant: epsilon=0.5; conditions: {""max_perturbation"": ""0.5"", ""max_latent_action"": ""2""}; notes: perturbation-limit ablation; column header 'ε = 0.5' (epsilon glyph dropped in layout.txt); variant method description: PLAS plus an optional perturbation layer on top of the decoder output that outputs a residual over the action limited to [-epsilon, epsilon] (L-infinity), allowing controlled out-of-distribution actions when the Q-function generalizes well. Inspired by BCQ's perturbation model but applied to a deterministic latent policy.; variant settings: actor_learning_rate=1e-4; critic_learning_rate=1e-3; cvae_learning_rate=1e-4; optimizer=Adam; cvae_encoder_decoder_hidden=(750, 750) default; (128, 128) for datasets smaller than 1e6 transitions (medium-replay); cvae_training_steps=5e5; cvae_batch_size=100; policy_critic_perturbation_hidden=(400, 300); tau=0.005; lambda_clipped_double_q=1; policy_training_steps=5e5 (500 epochs x 1000 steps); policy_batch_size=100",Table 1 vs main Table 3
2011.07213|PLAS+P|epsilon=0.05|hopper-medium,2011.07213|PLAS+P|epsilon=0.05,2011.07213,d4rl,PLAS,PLAS+P,epsilon=0.05,hopper-medium,32.9,35.5,2.6,"variant: epsilon=0.05; conditions: {""max_perturbation"": ""0.05"", ""max_latent_action"": ""2""}; notes: perturbation-limit ablation; column header 'ε = 0.05' (epsilon glyph dropped in layout.txt); variant method description: PLAS plus an optional perturbation layer on top of the decoder output that outputs a residual over the action limited to [-epsilon, epsilon] (L-infinity), allowing controlled out-of-distribution actions when the Q-function generalizes well. Inspired by BCQ's perturbation model but applied to a deterministic latent policy.; variant settings: actor_learning_rate=1e-4; critic_learning_rate=1e-3; cvae_learning_rate=1e-4; optimizer=Adam; cvae_encoder_decoder_hidden=(750, 750) default; (128, 128) for datasets smaller than 1e6 transitions (medium-replay); cvae_training_steps=5e5; cvae_batch_size=100; policy_critic_perturbation_hidden=(400, 300); tau=0.005; lambda_clipped_double_q=1; policy_training_steps=5e5 (500 epochs x 1000 steps); policy_batch_size=100",Table 1 vs main Table 3
2011.07213|PLAS+P|epsilon=0.1|hopper-medium,2011.07213|PLAS+P|epsilon=0.1,2011.07213,d4rl,PLAS,PLAS+P,epsilon=0.1,hopper-medium,32.9,17.5,-15.4,"variant: epsilon=0.1; conditions: {""max_perturbation"": ""0.1"", ""max_latent_action"": ""2""}; notes: perturbation-limit ablation; column header 'ε = 0.1' (epsilon glyph dropped in layout.txt); variant method description: PLAS plus an optional perturbation layer on top of the decoder output that outputs a residual over the action limited to [-epsilon, epsilon] (L-infinity), allowing controlled out-of-distribution actions when the Q-function generalizes well. Inspired by BCQ's perturbation model but applied to a deterministic latent policy.; variant settings: actor_learning_rate=1e-4; critic_learning_rate=1e-3; cvae_learning_rate=1e-4; optimizer=Adam; cvae_encoder_decoder_hidden=(750, 750) default; (128, 128) for datasets smaller than 1e6 transitions (medium-replay); cvae_training_steps=5e5; cvae_batch_size=100; policy_critic_perturbation_hidden=(400, 300); tau=0.005; lambda_clipped_double_q=1; policy_training_steps=5e5 (500 epochs x 1000 steps); policy_batch_size=100",Table 1 vs main Table 3
2011.07213|PLAS+P|epsilon=0.2|hopper-medium,2011.07213|PLAS+P|epsilon=0.2,2011.07213,d4rl,PLAS,PLAS+P,epsilon=0.2,hopper-medium,32.9,2.5,-30.4,"variant: epsilon=0.2; conditions: {""max_perturbation"": ""0.2"", ""max_latent_action"": ""2""}; notes: perturbation-limit ablation; column header 'ε = 0.2' (epsilon glyph dropped in layout.txt); variant method description: PLAS plus an optional perturbation layer on top of the decoder output that outputs a residual over the action limited to [-epsilon, epsilon] (L-infinity), allowing controlled out-of-distribution actions when the Q-function generalizes well. Inspired by BCQ's perturbation model but applied to a deterministic latent policy.; variant settings: actor_learning_rate=1e-4; critic_learning_rate=1e-3; cvae_learning_rate=1e-4; optimizer=Adam; cvae_encoder_decoder_hidden=(750, 750) default; (128, 128) for datasets smaller than 1e6 transitions (medium-replay); cvae_training_steps=5e5; cvae_batch_size=100; policy_critic_perturbation_hidden=(400, 300); tau=0.005; lambda_clipped_double_q=1; policy_training_steps=5e5 (500 epochs x 1000 steps); policy_batch_size=100",Table 1 vs main Table 3
2011.07213|PLAS+P|epsilon=0.5|hopper-medium,2011.07213|PLAS+P|epsilon=0.5,2011.07213,d4rl,PLAS,PLAS+P,epsilon=0.5,hopper-medium,32.9,2.1,-30.8,"variant: epsilon=0.5; conditions: {""max_perturbation"": ""0.5"", ""max_latent_action"": ""2""}; notes: perturbation-limit ablation; column header 'ε = 0.5' (epsilon glyph dropped in layout.txt); variant method description: PLAS plus an optional perturbation layer on top of the decoder output that outputs a residual over the action limited to [-epsilon, epsilon] (L-infinity), allowing controlled out-of-distribution actions when the Q-function generalizes well. Inspired by BCQ's perturbation model but applied to a deterministic latent policy.; variant settings: actor_learning_rate=1e-4; critic_learning_rate=1e-3; cvae_learning_rate=1e-4; optimizer=Adam; cvae_encoder_decoder_hidden=(750, 750) default; (128, 128) for datasets smaller than 1e6 transitions (medium-replay); cvae_training_steps=5e5; cvae_batch_size=100; policy_critic_perturbation_hidden=(400, 300); tau=0.005; lambda_clipped_double_q=1; policy_training_steps=5e5 (500 epochs x 1000 steps); policy_batch_size=100",Table 1 vs main Table 3
2011.07213|PLAS+P|epsilon=0.05|halfcheetah-medium,2011.07213|PLAS+P|epsilon=0.05,2011.07213,d4rl,PLAS,PLAS+P,epsilon=0.05,halfcheetah-medium,39.3,41.3,2.0,"variant: epsilon=0.05; conditions: {""max_perturbation"": ""0.05"", ""max_latent_action"": ""2""}; notes: perturbation-limit ablation; column header 'ε = 0.05' (epsilon glyph dropped in layout.txt); variant method description: PLAS plus an optional perturbation layer on top of the decoder output that outputs a residual over the action limited to [-epsilon, epsilon] (L-infinity), allowing controlled out-of-distribution actions when the Q-function generalizes well. Inspired by BCQ's perturbation model but applied to a deterministic latent policy.; variant settings: actor_learning_rate=1e-4; critic_learning_rate=1e-3; cvae_learning_rate=1e-4; optimizer=Adam; cvae_encoder_decoder_hidden=(750, 750) default; (128, 128) for datasets smaller than 1e6 transitions (medium-replay); cvae_training_steps=5e5; cvae_batch_size=100; policy_critic_perturbation_hidden=(400, 300); tau=0.005; lambda_clipped_double_q=1; policy_training_steps=5e5 (500 epochs x 1000 steps); policy_batch_size=100",Table 1 vs main Table 3
2011.07213|PLAS+P|epsilon=0.1|halfcheetah-medium,2011.07213|PLAS+P|epsilon=0.1,2011.07213,d4rl,PLAS,PLAS+P,epsilon=0.1,halfcheetah-medium,39.3,42.2,2.9,"variant: epsilon=0.1; conditions: {""max_perturbation"": ""0.1"", ""max_latent_action"": ""2""}; notes: perturbation-limit ablation; column header 'ε = 0.1' (epsilon glyph dropped in layout.txt); variant method description: PLAS plus an optional perturbation layer on top of the decoder output that outputs a residual over the action limited to [-epsilon, epsilon] (L-infinity), allowing controlled out-of-distribution actions when the Q-function generalizes well. Inspired by BCQ's perturbation model but applied to a deterministic latent policy.; variant settings: actor_learning_rate=1e-4; critic_learning_rate=1e-3; cvae_learning_rate=1e-4; optimizer=Adam; cvae_encoder_decoder_hidden=(750, 750) default; (128, 128) for datasets smaller than 1e6 transitions (medium-replay); cvae_training_steps=5e5; cvae_batch_size=100; policy_critic_perturbation_hidden=(400, 300); tau=0.005; lambda_clipped_double_q=1; policy_training_steps=5e5 (500 epochs x 1000 steps); policy_batch_size=100",Table 1 vs main Table 3
2011.07213|PLAS+P|epsilon=0.2|halfcheetah-medium,2011.07213|PLAS+P|epsilon=0.2,2011.07213,d4rl,PLAS,PLAS+P,epsilon=0.2,halfcheetah-medium,39.3,42.2,2.9,"variant: epsilon=0.2; conditions: {""max_perturbation"": ""0.2"", ""max_latent_action"": ""2""}; notes: perturbation-limit ablation; column header 'ε = 0.2' (epsilon glyph dropped in layout.txt); variant method description: PLAS plus an optional perturbation layer on top of the decoder output that outputs a residual over the action limited to [-epsilon, epsilon] (L-infinity), allowing controlled out-of-distribution actions when the Q-function generalizes well. Inspired by BCQ's perturbation model but applied to a deterministic latent policy.; variant settings: actor_learning_rate=1e-4; critic_learning_rate=1e-3; cvae_learning_rate=1e-4; optimizer=Adam; cvae_encoder_decoder_hidden=(750, 750) default; (128, 128) for datasets smaller than 1e6 transitions (medium-replay); cvae_training_steps=5e5; cvae_batch_size=100; policy_critic_perturbation_hidden=(400, 300); tau=0.005; lambda_clipped_double_q=1; policy_training_steps=5e5 (500 epochs x 1000 steps); policy_batch_size=100",Table 1 vs main Table 3
2011.07213|PLAS+P|epsilon=0.5|halfcheetah-medium,2011.07213|PLAS+P|epsilon=0.5,2011.07213,d4rl,PLAS,PLAS+P,epsilon=0.5,halfcheetah-medium,39.3,40.4,1.1,"variant: epsilon=0.5; conditions: {""max_perturbation"": ""0.5"", ""max_latent_action"": ""2""}; notes: perturbation-limit ablation; column header 'ε = 0.5' (epsilon glyph dropped in layout.txt); variant method description: PLAS plus an optional perturbation layer on top of the decoder output that outputs a residual over the action limited to [-epsilon, epsilon] (L-infinity), allowing controlled out-of-distribution actions when the Q-function generalizes well. Inspired by BCQ's perturbation model but applied to a deterministic latent policy.; variant settings: actor_learning_rate=1e-4; critic_learning_rate=1e-3; cvae_learning_rate=1e-4; optimizer=Adam; cvae_encoder_decoder_hidden=(750, 750) default; (128, 128) for datasets smaller than 1e6 transitions (medium-replay); cvae_training_steps=5e5; cvae_batch_size=100; policy_critic_perturbation_hidden=(400, 300); tau=0.005; lambda_clipped_double_q=1; policy_training_steps=5e5 (500 epochs x 1000 steps); policy_batch_size=100",Table 1 vs main Table 3
2102.08363|COMBO|beta=0.5|halfcheetah-medium,2102.08363|COMBO|beta=0.5,2102.08363,d4rl,COMBO,COMBO,beta=0.5,halfcheetah-medium,54.2,54.2,0.0,"variant: beta=0.5; conditions: {""conservative_coefficient_beta"": ""0.5""}; notes: hyperparameter-selection ablation; 'performance' column; no std; seed count for this table not stated",Table 4 vs main Table 3
2102.08363|COMBO|beta=5.0|halfcheetah-medium,2102.08363|COMBO|beta=5.0,2102.08363,d4rl,COMBO,COMBO,beta=5.0,halfcheetah-medium,54.2,40.8,-13.4,"variant: beta=5.0; conditions: {""conservative_coefficient_beta"": ""5.0""}; notes: hyperparameter-selection ablation; 'performance' column; no std; seed count for this table not stated",Table 4 vs main Table 3
2102.08363|COMBO|beta=0.5|halfcheetah-medium-replay,2102.08363|COMBO|beta=0.5,2102.08363,d4rl,COMBO,COMBO,beta=0.5,halfcheetah-medium-replay,55.1,55.1,0.0,"variant: beta=0.5; conditions: {""conservative_coefficient_beta"": ""0.5""}; notes: hyperparameter-selection ablation; 'performance' column; no std; seed count for this table not stated",Table 4 vs main Table 3
2102.08363|COMBO|beta=5.0|halfcheetah-medium-replay,2102.08363|COMBO|beta=5.0,2102.08363,d4rl,COMBO,COMBO,beta=5.0,halfcheetah-medium-replay,55.1,9.3,-45.8,"variant: beta=5.0; conditions: {""conservative_coefficient_beta"": ""5.0""}; notes: hyperparameter-selection ablation; 'performance' column; no std; seed count for this table not stated",Table 4 vs main Table 3
2102.08363|COMBO|beta=0.5|halfcheetah-medium-expert,2102.08363|COMBO|beta=0.5,2102.08363,d4rl,COMBO,COMBO,beta=0.5,halfcheetah-medium-expert,90.0,89.4,-0.6,"variant: beta=0.5; conditions: {""conservative_coefficient_beta"": ""0.5""}; notes: hyperparameter-selection ablation; 'performance' column; no std; seed count for this table not stated",Table 4 vs main Table 3
2102.08363|COMBO|beta=5.0|halfcheetah-medium-expert,2102.08363|COMBO|beta=5.0,2102.08363,d4rl,COMBO,COMBO,beta=5.0,halfcheetah-medium-expert,90.0,90.0,0.0,"variant: beta=5.0; conditions: {""conservative_coefficient_beta"": ""5.0""}; notes: hyperparameter-selection ablation; 'performance' column; no std; seed count for this table not stated",Table 4 vs main Table 3
2102.08363|COMBO|beta=0.5|hopper-medium,2102.08363|COMBO|beta=0.5,2102.08363,d4rl,COMBO,COMBO,beta=0.5,hopper-medium,97.2,75.0,-22.2,"variant: beta=0.5; conditions: {""conservative_coefficient_beta"": ""0.5""}; notes: hyperparameter-selection ablation; 'performance' column; no std; seed count for this table not stated",Table 4 vs main Table 3
2102.08363|COMBO|beta=5.0|hopper-medium,2102.08363|COMBO|beta=5.0,2102.08363,d4rl,COMBO,COMBO,beta=5.0,hopper-medium,97.2,97.2,0.0,"variant: beta=5.0; conditions: {""conservative_coefficient_beta"": ""5.0""}; notes: hyperparameter-selection ablation; 'performance' column; no std; seed count for this table not stated",Table 4 vs main Table 3
2102.08363|COMBO|beta=0.5|hopper-medium-replay,2102.08363|COMBO|beta=0.5,2102.08363,d4rl,COMBO,COMBO,beta=0.5,hopper-medium-replay,89.5,89.5,0.0,"variant: beta=0.5; conditions: {""conservative_coefficient_beta"": ""0.5""}; notes: hyperparameter-selection ablation; 'performance' column; no std; seed count for this table not stated",Table 4 vs main Table 3
2102.08363|COMBO|beta=5.0|hopper-medium-replay,2102.08363|COMBO|beta=5.0,2102.08363,d4rl,COMBO,COMBO,beta=5.0,hopper-medium-replay,89.5,28.3,-61.2,"variant: beta=5.0; conditions: {""conservative_coefficient_beta"": ""5.0""}; notes: hyperparameter-selection ablation; 'performance' column; no std; seed count for this table not stated",Table 4 vs main Table 3
