board,task,dataset,metric,lower_is_better,paper_a,paper_b,score_a,score_b,label_a_better
Image Classification | ImageNet,Image Classification,ImageNet,Top 1 Accuracy,False,2204.12511,2211.05778,87.2,89.6,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1301.3557,2206.13424,84.9,95.55,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2205.09615,2205.13331,96.73,97.61,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2005.05859,2003.13880,98.4,98.0,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2002.12047,2206.13424,98.64,95.55,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1202.2745,2005.05859,88.8,98.4,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1301.3557,2411.19671,84.9,95.66,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2103.06132,2205.09615,97.73,96.73,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2103.06132,2204.01186,97.73,97.3,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1507.06228,2201.09792,92.4,96.74,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2305.03238,1502.05700,99.05,93.6,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1902.09701,1709.10282,97.47,96.62,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2003.13880,1908.09699,98.0,97.86,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1511.00363,2204.01186,91.7,97.3,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2105.12723,2211.10684,97.2,80.63,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2303.16203,1911.09265,88.5,98.01,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2204.01186,2105.04319,97.3,92.3,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2411.19671,1511.00363,95.66,91.7,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2411.19671,2002.12047,95.66,98.64,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2102.07870,2304.07193,95.18,99.5,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2205.14375,2403.19588,97.29,99.31,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1301.3557,1908.08681,84.9,94.05,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2403.19588,2302.06112,99.31,94.4367,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1301.3557,1908.09699,84.9,97.86,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1507.06228,2105.04319,92.4,92.3,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2005.05859,2205.14375,98.4,97.29,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2305.03238,2211.10684,99.05,80.63,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1301.3557,2110.08059,84.9,92.2,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2110.08059,2302.06112,92.2,94.4367,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2005.05859,1911.09265,98.4,98.01,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2305.03238,2206.13424,99.05,95.55,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2110.08059,1502.05700,92.2,93.6,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2201.09792,2211.10684,96.74,80.63,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2204.01186,2304.07193,97.3,99.5,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1202.2745,2110.08059,88.8,92.2,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2103.06132,1908.08681,97.73,94.05,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1805.01890,2304.07193,91.21,99.5,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2103.06132,1502.05700,97.73,93.6,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2205.14375,1901.09321,97.29,97.7,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2205.14375,2110.00476,97.29,98.3,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2110.08059,1604.04112,92.2,94.4,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2103.06132,1902.09701,97.73,97.47,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2110.08059,1908.08681,92.2,94.05,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1511.00363,2205.09615,91.7,96.73,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2201.09792,1908.08681,96.74,94.05,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1502.05700,2204.01186,93.6,97.3,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2005.05859,1901.09321,98.4,97.7,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2002.12047,2304.07193,98.64,99.5,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1202.2745,1911.09265,88.8,98.01,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1502.05700,1805.01890,93.6,91.21,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2110.08059,1709.10282,92.2,96.62,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2003.13880,1911.09265,98.0,98.01,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2205.13331,1908.08681,97.61,94.05,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1507.06228,2205.09615,92.4,96.73,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1202.2745,2105.12723,88.8,97.2,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2201.09792,1908.09699,96.74,97.86,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2005.05859,2211.10684,98.4,80.63,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1604.04112,2204.01186,94.4,97.3,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2305.03238,2302.06112,99.05,94.4367,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1202.2745,1505.03229,88.8,89.7,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1709.10282,1911.09265,96.62,98.01,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1911.09265,2105.04319,98.01,92.3,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2205.04095,1908.08681,73.5,94.05,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2110.00476,2205.04095,98.3,73.5,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1202.2745,1604.04112,88.8,94.4,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1502.05700,2411.19671,93.6,95.66,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1901.09321,2102.07870,97.7,95.18,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2303.16203,2304.07193,88.5,99.5,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1507.06228,1604.04112,92.4,94.4,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1902.09701,2003.13880,97.47,98.0,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2002.12047,2201.09792,98.64,96.74,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1801.04381,2105.04319,95.5,92.3,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2110.08059,2201.09792,92.2,96.74,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2204.01186,2205.13331,97.3,97.61,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2303.16203,2206.13424,88.5,95.55,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1805.01890,1908.08681,91.21,94.05,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1507.06228,2211.10684,92.4,80.63,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2403.19588,2206.13424,99.31,95.55,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1507.06228,2105.12723,92.4,97.2,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1902.09701,2205.09615,97.47,96.73,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2204.12196,2105.12723,98.8,97.2,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1202.2745,2204.12196,88.8,98.8,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2110.08059,2403.19588,92.2,99.31,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1709.10282,1511.06422,96.62,94.2,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2201.09792,2403.19588,96.74,99.31,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1511.06422,2211.10684,94.2,80.63,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2205.09615,2204.01186,96.73,97.3,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2201.09792,2304.07193,96.74,99.5,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1801.04381,2302.06112,95.5,94.4367,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2302.06112,2304.07193,94.4367,99.5,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2303.16203,2105.04319,88.5,92.3,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1709.10282,1805.01890,96.62,91.21,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2110.08059,2205.09615,92.2,96.73,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1511.00363,2206.13424,91.7,95.55,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2103.06132,1801.04381,97.73,95.5,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2211.10684,2206.13424,80.63,95.55,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1505.03229,1801.04381,89.7,95.5,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2105.12723,1908.09699,97.2,97.86,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2204.12196,2102.07870,98.8,95.18,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1604.04112,1801.04381,94.4,95.5,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2205.04095,2206.13424,73.5,95.55,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2204.01186,1801.04381,97.3,95.5,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1801.04381,2206.13424,95.5,95.55,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2305.03238,2005.05859,99.05,98.4,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1902.09701,2105.12723,97.47,97.2,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2110.08059,2205.04095,92.2,73.5,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1901.09321,2411.19671,97.7,95.66,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1908.09699,2205.13331,97.86,97.61,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2305.03238,1902.09701,99.05,97.47,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2005.05859,2204.12196,98.4,98.8,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1511.00363,2211.10684,91.7,80.63,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1709.10282,2403.19588,96.62,99.31,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2005.05859,1709.10282,98.4,96.62,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1709.10282,2205.13331,96.62,97.61,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1902.09701,2304.07193,97.47,99.5,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2411.19671,2205.04095,95.66,73.5,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2305.03238,2205.14375,99.05,97.29,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2411.19671,2110.00476,95.66,98.3,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2303.16203,2205.14375,88.5,97.29,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2411.19671,1911.09265,95.66,98.01,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2403.19588,2304.07193,99.31,99.5,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1505.03229,2201.09792,89.7,96.74,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2204.01186,2206.13424,97.3,95.55,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1604.04112,2105.04319,94.4,92.3,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1502.05700,2205.04095,93.6,73.5,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1805.01890,2102.07870,91.21,95.18,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1709.10282,2105.12723,96.62,97.2,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2110.08059,2206.13424,92.2,95.55,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1805.01890,1908.09699,91.21,97.86,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1507.06228,1902.09701,92.4,97.47,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2205.14375,2304.07193,97.29,99.5,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2005.05859,1511.06422,98.4,94.2,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2105.12723,1801.04381,97.2,95.5,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1505.03229,2302.06112,89.7,94.4367,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2303.16203,1511.06422,88.5,94.2,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1301.3557,2110.00476,84.9,98.3,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2411.19671,2205.09615,95.66,96.73,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2205.14375,1908.08681,97.29,94.05,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1502.05700,1908.09699,93.6,97.86,0
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,1709.10282,1801.04381,96.62,95.5,1
Image Classification | CIFAR-10,Image Classification,CIFAR-10,Percentage correct,False,2110.08059,2102.07870,92.2,95.18,0
